主索节点1,X坐标（米）,Y坐标（米）,Z坐标（米）,主索节点1,X坐标（米）,Y坐标（米）,Z坐标（米）,主索节点3,X坐标（米）,Y坐标（米）,Z坐标（米）
A266,6.2088,196.204,-227.3891,A289,0,204.228,-220.2981,A290,12.2517,204.058,-220.1148
A267,18.4605,195.861,-227.0195,A268,30.7123,195.177,-226.2807,A291,24.4829,203.549,-219.5653
A267,18.4605,195.861,-227.0195,A290,12.2517,204.058,-220.1148,A291,24.4829,203.549,-219.5653
A268,30.7123,195.177,-226.2807,A269,42.8817,194.155,-225.1781,A292,36.6734,202.7,-218.6503
A268,30.7123,195.177,-226.2807,A291,24.4829,203.549,-219.5653,A292,36.6734,202.7,-218.6503
A269,42.8817,194.155,-225.1781,A270,54.6621,193.243,-223.4042,A293,48.8029,201.515,-217.3715
A269,42.8817,194.155,-225.1781,A292,36.6734,202.7,-218.6503,A293,48.8029,201.515,-217.3715
A270,54.6621,193.243,-223.4042,A271,65.1732,191.192,-222.3472,A294,59.3543,199.624,-216.4895
A270,54.6621,193.243,-223.4042,A293,48.8029,201.515,-217.3715,A294,59.3543,199.624,-216.4895
A271,65.1732,191.192,-222.3472,A272,75.6215,188.884,-221.008,A295,69.8295,197.477,-215.33
A271,65.1732,191.192,-222.3472,A294,59.3543,199.624,-216.4895,A295,69.8295,197.477,-215.33
A272,75.6215,188.884,-221.008,A273,85.9496,186.326,-219.398,A296,80.2153,195.077,-213.8944
A272,75.6215,188.884,-221.008,A295,69.8295,197.477,-215.33,A296,80.2153,195.077,-213.8944
A273,85.9496,186.326,-219.398,A274,96.2735,183.502,-217.4825,A297,90.4982,192.427,-212.1846
A273,85.9496,186.326,-219.398,A296,80.2153,195.077,-213.8944,A297,90.4982,192.427,-212.1846
A274,96.2735,183.502,-217.4825,A275,106.3645,180.449,-215.3254,A298,100.6651,189.53,-210.2029
A274,96.2735,183.502,-217.4825,A297,90.4982,192.427,-212.1846,A298,100.6651,189.53,-210.2029
A275,106.3645,180.449,-215.3254,A276,116.3388,177.151,-212.8926,A299,110.7029,186.39,-207.9516
A275,106.3645,180.449,-215.3254,A298,100.6651,189.53,-210.2029,A299,110.7029,186.39,-207.9516
A276,116.3388,177.151,-212.8926,B254,126.1417,173.62,-210.2018,A300,120.5988,183.012,-205.4338
A276,116.3388,177.151,-212.8926,A299,110.7029,186.39,-207.9516,A300,120.5988,183.012,-205.4338
B254,126.1417,173.62,-210.2018,B255,132.5292,165.388,-212.8926,B278,136.7868,171.25,-205.4338
B254,126.1417,173.62,-210.2018,A300,120.5988,183.012,-205.4338,B277,130.3401,179.398,-202.6525
B254,126.1417,173.62,-210.2018,B277,130.3401,179.398,-202.6525,B278,136.7868,171.25,-205.4338
B255,132.5292,165.388,-212.8926,B256,138.7485,156.921,-215.3254,B279,143.0582,162.883,-207.9516
B255,132.5292,165.388,-212.8926,B278,136.7868,171.25,-205.4338,B279,143.0582,162.883,-207.9516
B256,138.7485,156.921,-215.3254,B257,144.7706,148.267,-217.4825,B280,149.1462,154.306,-210.2029
B256,138.7485,156.921,-215.3254,B279,143.0582,162.883,-207.9516,B280,149.1462,154.306,-210.2029
B257,144.7706,148.267,-217.4825,B258,150.6465,139.321,-219.398,B281,155.0429,145.532,-212.1846
B257,144.7706,148.267,-217.4825,B280,149.1462,154.306,-210.2029,B281,155.0429,145.532,-212.1846
B258,150.6465,139.321,-219.398,B259,156.2707,130.289,-221.008,B282,160.7409,136.572,-213.8944
B258,150.6465,139.321,-219.398,B281,155.0429,145.532,-212.1846,B282,160.7409,136.572,-213.8944
B259,156.2707,130.289,-221.008,B260,161.6947,121.065,-222.3472,B283,166.2329,127.436,-215.33
B259,156.2707,130.289,-221.008,B282,160.7409,136.572,-213.8944,B283,166.2329,127.436,-215.33
B260,161.6947,121.065,-222.3472,B261,166.8933,111.702,-223.4042,B284,171.5117,118.137,-216.4895
B260,161.6947,121.065,-222.3472,B283,166.2329,127.436,-215.33,B284,171.5117,118.137,-216.4895
B261,166.8933,111.702,-223.4042,B262,171.4012,100.781,-225.1781,B285,176.5707,108.686,-217.3715
B261,166.8933,111.702,-223.4042,B284,171.5117,118.137,-216.4895,B285,176.5707,108.686,-217.3715
B262,171.4012,100.781,-225.1781,B263,176.1336,89.522,-226.2807,B286,181.4464,97.517,-218.6503
B262,171.4012,100.781,-225.1781,B285,176.5707,108.686,-217.3715,B286,181.4464,97.517,-218.6503
B263,176.1336,89.522,-226.2807,B264,180.5703,78.082,-227.0195,B287,186.0202,86.185,-219.5653
B263,176.1336,89.522,-226.2807,B286,181.4464,97.517,-218.6503,B287,186.0202,86.185,-219.5653
B264,180.5703,78.082,-227.0195,B265,184.682,66.536,-227.3891,B288,190.2844,74.71,-220.1148
B264,180.5703,78.082,-227.0195,B287,186.0202,86.185,-219.5653,B288,190.2844,74.71,-220.1148
B265,184.682,66.536,-227.3891,B266,188.5192,54.726,-227.3891,B289,194.232,63.11,-220.2981
B265,184.682,66.536,-227.3891,B288,190.2844,74.71,-220.1148,B289,194.232,63.11,-220.2981
B266,188.5192,54.726,-227.3891,B267,191.9795,42.968,-227.0195,B290,197.8563,51.406,-220.1148
B266,188.5192,54.726,-227.3891,B289,194.232,63.11,-220.2981,B290,197.8563,51.406,-220.1148
B267,191.9795,42.968,-227.0195,B268,195.1148,31.104,-226.2807,B291,201.1514,39.616,-219.5653
B267,191.9795,42.968,-227.0195,B290,197.8563,51.406,-220.1148,B291,201.1514,39.616,-219.5653
B268,195.1148,31.104,-226.2807,B269,197.9035,19.215,-225.1781,B292,204.1118,27.76,-218.6503
B268,195.1148,31.104,-226.2807,B291,201.1514,39.616,-219.5653,B292,204.1118,27.76,-218.6503
B269,197.9035,19.215,-225.1781,B270,200.6764,7.729,-223.4042,B293,206.7326,15.857,-217.3715
B269,197.9035,19.215,-225.1781,B292,204.1118,27.76,-218.6503,B293,206.7326,15.857,-217.3715
B270,200.6764,7.729,-223.4042,B271,201.9739,-2.901,-222.3472,B294,208.1947,5.238,-216.4895
B270,200.6764,7.729,-223.4042,B293,206.7326,15.857,-217.3715,B294,208.1947,5.238,-216.4895
B271,201.9739,-2.901,-222.3472,B272,203.0073,-13.552,-221.008,B295,209.3899,-5.388,-215.33
B271,201.9739,-2.901,-222.3472,B294,208.1947,5.238,-216.4895,B295,209.3899,-5.388,-215.33
B272,203.0073,-13.552,-221.008,B273,203.7663,-24.165,-219.398,B296,210.3167,-16.007,-213.8944
B272,203.0073,-13.552,-221.008,B295,209.3899,-5.388,-215.33,B296,210.3167,-16.007,-213.8944
B273,203.7663,-24.165,-219.398,B274,204.2709,-34.856,-217.4825,B297,210.9739,-26.605,-212.1846
B273,203.7663,-24.165,-219.398,B296,210.3167,-16.007,-213.8944,B297,210.9739,-26.605,-212.1846
B274,204.2709,-34.856,-217.4825,B275,204.4854,-45.397,-215.3254,B298,211.3606,-37.17,-210.2029
B274,204.2709,-34.856,-217.4825,B297,210.9739,-26.605,-212.1846,B298,211.3606,-37.17,-210.2029
B275,204.4854,-45.397,-215.3254,B276,204.4306,-55.902,-212.8926,B299,211.4763,-47.687,-207.9516
B275,204.4854,-45.397,-215.3254,B298,211.3606,-37.17,-210.2029,B299,211.4763,-47.687,-207.9516
B276,204.4306,-55.902,-212.8926,C254,204.1016,-66.316,-210.2018,B300,211.321,-58.142,-205.4338
B276,204.4306,-55.902,-212.8926,B299,211.4763,-47.687,-207.9516,B300,211.321,-58.142,-205.4338
C254,204.1016,-66.316,-210.2018,C255,198.2464,-74.935,-212.8926,C278,205.1377,-77.173,-205.4338
C254,204.1016,-66.316,-210.2018,B300,211.321,-58.142,-205.4338,C277,210.8947,-68.523,-202.6525
C254,204.1016,-66.316,-210.2018,C277,210.8947,-68.523,-202.6525,C278,205.1377,-77.173,-205.4338
C255,198.2464,-74.935,-212.8926,C256,192.1158,-83.466,-215.3254,C279,199.1177,-85.723,-207.9516
C255,198.2464,-74.935,-212.8926,C278,205.1377,-77.173,-205.4338,C279,199.1177,-85.723,-207.9516
C256,192.1158,-83.466,-215.3254,C257,185.7466,-91.868,-217.4825,C280,192.8425,-94.163,-210.2029
C256,192.1158,-83.466,-215.3254,C279,199.1177,-85.723,-207.9516,C280,192.8425,-94.163,-210.2029
C257,185.7466,-91.868,-217.4825,C258,179.0543,-100.22,-219.398,C281,186.32,-102.482,-212.1846
C257,185.7466,-91.868,-217.4825,C280,192.8425,-94.163,-210.2029,C281,186.32,-102.482,-212.1846
C258,179.0543,-100.22,-219.398,C259,172.202,-108.36,-221.008,C282,179.5586,-110.67,-213.8944
C258,179.0543,-100.22,-219.398,C281,186.32,-102.482,-212.1846,C282,179.5586,-110.67,-213.8944
C259,172.202,-108.36,-221.008,C260,165.106,-116.369,-222.3472,C283,172.5671,-118.717,-215.33
C259,172.202,-108.36,-221.008,C282,179.5586,-110.67,-213.8944,C283,172.5671,-118.717,-215.33
C260,165.106,-116.369,-222.3472,C261,157.8079,-124.207,-223.4042,C284,165.3544,-126.611,-216.4895
C260,165.106,-116.369,-222.3472,C283,172.5671,-118.717,-215.33,C284,165.3544,-126.611,-216.4895
C261,157.8079,-124.207,-223.4042,C262,148.8135,-131.869,-225.1781,C285,157.9296,-134.343,-217.3715
C261,157.8079,-124.207,-223.4042,C284,165.3544,-126.611,-216.4895,C285,157.9296,-134.343,-217.3715
C262,148.8135,-131.869,-225.1781,C263,139.5688,-139.849,-226.2807,C286,148.8135,-142.431,-218.6503
C262,148.8135,-131.869,-225.1781,C285,157.9296,-134.343,-217.3715,C286,148.8135,-142.431,-218.6503
C263,139.5688,-139.849,-226.2807,C264,130.059,-147.604,-227.0195,C287,139.4497,-150.283,-219.5653
C263,139.5688,-139.849,-226.2807,C286,148.8135,-142.431,-218.6503,C287,139.4497,-150.283,-219.5653
C264,130.059,-147.604,-227.0195,C265,120.3486,-155.082,-227.3891,C288,129.8539,-157.884,-220.1148
C264,130.059,-147.604,-227.0195,C287,139.4497,-150.283,-219.5653,C288,129.8539,-157.884,-220.1148
C265,120.3486,-155.082,-227.3891,C266,110.3025,-162.381,-227.3891,C289,120.042,-165.223,-220.2981
C265,120.3486,-155.082,-227.3891,C288,129.8539,-157.884,-220.1148,C289,120.042,-165.223,-220.2981
C266,110.3025,-162.381,-227.3891,C267,100.1894,-169.305,-227.0195,C290,110.0303,-172.287,-220.1148
C266,110.3025,-162.381,-227.3891,C289,120.042,-165.223,-220.2981,C290,110.0303,-172.287,-220.1148
C267,100.1894,-169.305,-227.0195,C268,89.8753,-175.953,-226.2807,C291,99.8355,-179.064,-219.5653
C267,100.1894,-169.305,-227.0195,C290,110.0303,-172.287,-220.1148,C291,99.8355,-179.064,-219.5653
C268,89.8753,-175.953,-226.2807,C269,79.4294,-182.28,-225.1781,C292,89.4746,-185.543,-218.6503
C268,89.8753,-175.953,-226.2807,C291,99.8355,-179.064,-219.5653,C292,89.4746,-185.543,-218.6503
C269,79.4294,-182.28,-225.1781,C270,69.3627,-188.466,-223.4042,C293,78.9648,-191.714,-217.3715
C269,79.4294,-182.28,-225.1781,C292,89.4746,-185.543,-218.6503,C293,78.9648,-191.714,-217.3715
C270,69.3627,-188.466,-223.4042,C271,59.6536,-192.985,-222.3472,C294,69.3171,-196.386,-216.4895
C270,69.3627,-188.466,-223.4042,C293,78.9648,-191.714,-217.3715,C294,69.3171,-196.386,-216.4895
C271,59.6536,-192.985,-222.3472,C272,49.8439,-197.259,-221.008,C295,59.5805,-200.806,-215.33
C271,59.6536,-192.985,-222.3472,C294,69.3171,-196.386,-216.4895,C295,59.5805,-200.806,-215.33
C272,49.8439,-197.259,-221.008,C273,39.9849,-201.26,-219.398,C296,49.7676,-204.969,-213.8944
C272,49.8439,-197.259,-221.008,C295,59.5805,-200.806,-215.33,C296,49.7676,-204.969,-213.8944
C273,39.9849,-201.26,-219.398,C274,29.9728,-205.044,-217.4825,C297,39.8909,-208.869,-212.1846
C273,39.9849,-201.26,-219.398,C296,49.7676,-204.969,-213.8944,C297,39.8909,-208.869,-212.1846
C274,29.9728,-205.044,-217.4825,C275,20.0144,-208.505,-215.3254,C298,29.963,-212.502,-210.2029
C274,29.9728,-205.044,-217.4825,C297,39.8909,-208.869,-212.1846,C298,29.963,-212.502,-210.2029
C275,20.0144,-208.505,-215.3254,C276,10.0062,-211.699,-212.8926,C299,19.9967,-215.862,-207.9516
C275,20.0144,-208.505,-215.3254,C298,29.963,-212.502,-210.2029,C299,19.9967,-215.862,-207.9516
C276,10.0062,-211.699,-212.8926,D254,0,-214.605,-210.2018,C300,10.0048,-218.945,-205.4338
C276,10.0062,-211.699,-212.8926,C299,19.9967,-215.862,-207.9516,C300,10.0048,-218.945,-205.4338
D254,0,-214.605,-210.2018,D255,-10.0062,-211.699,-212.8926,D278,-10.0048,-218.945,-205.4338
D254,0,-214.605,-210.2018,C300,10.0048,-218.945,-205.4338,D277,0,-221.747,-202.6525
D254,0,-214.605,-210.2018,D277,0,-221.747,-202.6525,D278,-10.0048,-218.945,-205.4338
D255,-10.0062,-211.699,-212.8926,D256,-20.0144,-208.505,-215.3254,D279,-19.9967,-215.862,-207.9516
D255,-10.0062,-211.699,-212.8926,D278,-10.0048,-218.945,-205.4338,D279,-19.9967,-215.862,-207.9516
D256,-20.0144,-208.505,-215.3254,D257,-29.9728,-205.044,-217.4825,D280,-29.963,-212.502,-210.2029
D256,-20.0144,-208.505,-215.3254,D279,-19.9967,-215.862,-207.9516,D280,-29.963,-212.502,-210.2029
D257,-29.9728,-205.044,-217.4825,D258,-39.9849,-201.26,-219.398,D281,-39.8909,-208.869,-212.1846
D257,-29.9728,-205.044,-217.4825,D280,-29.963,-212.502,-210.2029,D281,-39.8909,-208.869,-212.1846
D258,-39.9849,-201.26,-219.398,D259,-49.8439,-197.259,-221.008,D282,-49.7676,-204.969,-213.8944
D258,-39.9849,-201.26,-219.398,D281,-39.8909,-208.869,-212.1846,D282,-49.7676,-204.969,-213.8944
D259,-49.8439,-197.259,-221.008,D260,-59.6536,-192.985,-222.3472,D283,-59.5805,-200.806,-215.33
D259,-49.8439,-197.259,-221.008,D282,-49.7676,-204.969,-213.8944,D283,-59.5805,-200.806,-215.33
D260,-59.6536,-192.985,-222.3472,D261,-69.3627,-188.466,-223.4042,D284,-69.3171,-196.386,-216.4895
D260,-59.6536,-192.985,-222.3472,D283,-59.5805,-200.806,-215.33,D284,-69.3171,-196.386,-216.4895
D261,-69.3627,-188.466,-223.4042,D262,-79.4294,-182.28,-225.1781,D285,-78.9648,-191.714,-217.3715
D261,-69.3627,-188.466,-223.4042,D284,-69.3171,-196.386,-216.4895,D285,-78.9648,-191.714,-217.3715
D262,-79.4294,-182.28,-225.1781,D263,-89.8753,-175.953,-226.2807,D286,-89.4746,-185.543,-218.6503
D262,-79.4294,-182.28,-225.1781,D285,-78.9648,-191.714,-217.3715,D286,-89.4746,-185.543,-218.6503
D263,-89.8753,-175.953,-226.2807,D264,-100.1894,-169.305,-227.0195,D287,-99.8355,-179.064,-219.5653
D263,-89.8753,-175.953,-226.2807,D286,-89.4746,-185.543,-218.6503,D287,-99.8355,-179.064,-219.5653
D264,-100.1894,-169.305,-227.0195,D265,-110.3025,-162.381,-227.3891,D288,-110.0303,-172.287,-220.1148
D264,-100.1894,-169.305,-227.0195,D287,-99.8355,-179.064,-219.5653,D288,-110.0303,-172.287,-220.1148
D265,-110.3025,-162.381,-227.3891,D266,-120.3486,-155.082,-227.3891,D289,-120.042,-165.223,-220.2981
D265,-110.3025,-162.381,-227.3891,D288,-110.0303,-172.287,-220.1148,D289,-120.042,-165.223,-220.2981
D266,-120.3486,-155.082,-227.3891,D267,-130.059,-147.604,-227.0195,D290,-129.8539,-157.884,-220.1148
D266,-120.3486,-155.082,-227.3891,D289,-120.042,-165.223,-220.2981,D290,-129.8539,-157.884,-220.1148
D267,-130.059,-147.604,-227.0195,D268,-139.5688,-139.849,-226.2807,D291,-139.4497,-150.283,-219.5653
D267,-130.059,-147.604,-227.0195,D290,-129.8539,-157.884,-220.1148,D291,-139.4497,-150.283,-219.5653
D268,-139.5688,-139.849,-226.2807,D269,-148.8135,-131.869,-225.1781,D292,-148.8135,-142.431,-218.6503
D268,-139.5688,-139.849,-226.2807,D291,-139.4497,-150.283,-219.5653,D292,-148.8135,-142.431,-218.6503
D269,-148.8135,-131.869,-225.1781,D270,-157.8079,-124.207,-223.4042,D293,-157.9296,-134.343,-217.3715
D269,-148.8135,-131.869,-225.1781,D292,-148.8135,-142.431,-218.6503,D293,-157.9296,-134.343,-217.3715
D270,-157.8079,-124.207,-223.4042,D271,-165.106,-116.369,-222.3472,D294,-165.3544,-126.611,-216.4895
D270,-157.8079,-124.207,-223.4042,D293,-157.9296,-134.343,-217.3715,D294,-165.3544,-126.611,-216.4895
D271,-165.106,-116.369,-222.3472,D272,-172.202,-108.36,-221.008,D295,-172.5671,-118.717,-215.33
D271,-165.106,-116.369,-222.3472,D294,-165.3544,-126.611,-216.4895,D295,-172.5671,-118.717,-215.33
D272,-172.202,-108.36,-221.008,D273,-179.0543,-100.22,-219.398,D296,-179.5586,-110.67,-213.8944
D272,-172.202,-108.36,-221.008,D295,-172.5671,-118.717,-215.33,D296,-179.5586,-110.67,-213.8944
D273,-179.0543,-100.22,-219.398,D274,-185.7466,-91.868,-217.4825,D297,-186.32,-102.482,-212.1846
D273,-179.0543,-100.22,-219.398,D296,-179.5586,-110.67,-213.8944,D297,-186.32,-102.482,-212.1846
D274,-185.7466,-91.868,-217.4825,D275,-192.1158,-83.466,-215.3254,D298,-192.8425,-94.163,-210.2029
D274,-185.7466,-91.868,-217.4825,D297,-186.32,-102.482,-212.1846,D298,-192.8425,-94.163,-210.2029
D275,-192.1158,-83.466,-215.3254,D276,-198.2464,-74.935,-212.8926,D299,-199.1177,-85.723,-207.9516
D275,-192.1158,-83.466,-215.3254,D298,-192.8425,-94.163,-210.2029,D299,-199.1177,-85.723,-207.9516
D276,-198.2464,-74.935,-212.8926,E254,-204.1016,-66.316,-210.2018,D300,-205.1377,-77.173,-205.4338
D276,-198.2464,-74.935,-212.8926,D299,-199.1177,-85.723,-207.9516,D300,-205.1377,-77.173,-205.4338
E254,-204.1016,-66.316,-210.2018,E255,-204.4306,-55.902,-212.8926,E278,-211.321,-58.142,-205.4338
E254,-204.1016,-66.316,-210.2018,D300,-205.1377,-77.173,-205.4338,E277,-210.8947,-68.523,-202.6525
E254,-204.1016,-66.316,-210.2018,E277,-210.8947,-68.523,-202.6525,E278,-211.321,-58.142,-205.4338
E255,-204.4306,-55.902,-212.8926,E256,-204.4854,-45.397,-215.3254,E279,-211.4763,-47.687,-207.9516
E255,-204.4306,-55.902,-212.8926,E278,-211.321,-58.142,-205.4338,E279,-211.4763,-47.687,-207.9516
E256,-204.4854,-45.397,-215.3254,E257,-204.2709,-34.856,-217.4825,E280,-211.3606,-37.17,-210.2029
E256,-204.4854,-45.397,-215.3254,E279,-211.4763,-47.687,-207.9516,E280,-211.3606,-37.17,-210.2029
E257,-204.2709,-34.856,-217.4825,E258,-203.7663,-24.165,-219.398,E281,-210.9739,-26.605,-212.1846
E257,-204.2709,-34.856,-217.4825,E280,-211.3606,-37.17,-210.2029,E281,-210.9739,-26.605,-212.1846
E258,-203.7663,-24.165,-219.398,E259,-203.0073,-13.552,-221.008,E282,-210.3167,-16.007,-213.8944
E258,-203.7663,-24.165,-219.398,E281,-210.9739,-26.605,-212.1846,E282,-210.3167,-16.007,-213.8944
E259,-203.0073,-13.552,-221.008,E260,-201.9739,-2.901,-222.3472,E283,-209.3899,-5.388,-215.33
E259,-203.0073,-13.552,-221.008,E282,-210.3167,-16.007,-213.8944,E283,-209.3899,-5.388,-215.33
E260,-201.9739,-2.901,-222.3472,E261,-200.6764,7.729,-223.4042,E284,-208.1947,5.238,-216.4895
E260,-201.9739,-2.901,-222.3472,E283,-209.3899,-5.388,-215.33,E284,-208.1947,5.238,-216.4895
E261,-200.6764,7.729,-223.4042,E262,-197.9035,19.215,-225.1781,E285,-206.7326,15.857,-217.3715
E261,-200.6764,7.729,-223.4042,E284,-208.1947,5.238,-216.4895,E285,-206.7326,15.857,-217.3715
E262,-197.9035,19.215,-225.1781,E263,-195.1148,31.104,-226.2807,E286,-204.1118,27.76,-218.6503
E262,-197.9035,19.215,-225.1781,E285,-206.7326,15.857,-217.3715,E286,-204.1118,27.76,-218.6503
E263,-195.1148,31.104,-226.2807,E264,-191.9795,42.968,-227.0195,E287,-201.1514,39.616,-219.5653
E263,-195.1148,31.104,-226.2807,E286,-204.1118,27.76,-218.6503,E287,-201.1514,39.616,-219.5653
E264,-191.9795,42.968,-227.0195,E265,-188.5192,54.726,-227.3891,E288,-197.8563,51.406,-220.1148
E264,-191.9795,42.968,-227.0195,E287,-201.1514,39.616,-219.5653,E288,-197.8563,51.406,-220.1148
E265,-188.5192,54.726,-227.3891,E266,-184.682,66.536,-227.3891,E289,-194.232,63.11,-220.2981
E265,-188.5192,54.726,-227.3891,E288,-197.8563,51.406,-220.1148,E289,-194.232,63.11,-220.2981
E266,-184.682,66.536,-227.3891,E267,-180.5703,78.082,-227.0195,E290,-190.2844,74.71,-220.1148
E266,-184.682,66.536,-227.3891,E289,-194.232,63.11,-220.2981,E290,-190.2844,74.71,-220.1148
E267,-180.5703,78.082,-227.0195,E268,-176.1336,89.522,-226.2807,E291,-186.0202,86.185,-219.5653
E267,-180.5703,78.082,-227.0195,E290,-190.2844,74.71,-220.1148,E291,-186.0202,86.185,-219.5653
E268,-176.1336,89.522,-226.2807,E269,-171.4012,100.781,-225.1781,E292,-181.4464,97.517,-218.6503
E268,-176.1336,89.522,-226.2807,E291,-186.0202,86.185,-219.5653,E292,-181.4464,97.517,-218.6503
E269,-171.4012,100.781,-225.1781,E270,-166.8933,111.702,-223.4042,E293,-176.5707,108.686,-217.3715
E269,-171.4012,100.781,-225.1781,E292,-181.4464,97.517,-218.6503,E293,-176.5707,108.686,-217.3715
E270,-166.8933,111.702,-223.4042,E271,-161.6947,121.065,-222.3472,E294,-171.5117,118.137,-216.4895
E270,-166.8933,111.702,-223.4042,E293,-176.5707,108.686,-217.3715,E294,-171.5117,118.137,-216.4895
E271,-161.6947,121.065,-222.3472,E272,-156.2707,130.289,-221.008,E295,-166.2329,127.436,-215.33
E271,-161.6947,121.065,-222.3472,E294,-171.5117,118.137,-216.4895,E295,-166.2329,127.436,-215.33
E272,-156.2707,130.289,-221.008,E273,-150.6465,139.321,-219.398,E296,-160.7409,136.572,-213.8944
E272,-156.2707,130.289,-221.008,E295,-166.2329,127.436,-215.33,E296,-160.7409,136.572,-213.8944
E273,-150.6465,139.321,-219.398,E274,-144.7706,148.267,-217.4825,E297,-155.0429,145.532,-212.1846
E273,-150.6465,139.321,-219.398,E296,-160.7409,136.572,-213.8944,E297,-155.0429,145.532,-212.1846
E274,-144.7706,148.267,-217.4825,E275,-138.7485,156.921,-215.3254,E298,-149.1462,154.306,-210.2029
E274,-144.7706,148.267,-217.4825,E297,-155.0429,145.532,-212.1846,E298,-149.1462,154.306,-210.2029
E275,-138.7485,156.921,-215.3254,E276,-132.5292,165.388,-212.8926,E299,-143.0582,162.883,-207.9516
E275,-138.7485,156.921,-215.3254,E298,-149.1462,154.306,-210.2029,E299,-143.0582,162.883,-207.9516
E276,-132.5292,165.388,-212.8926,A254,-126.1417,173.62,-210.2018,E300,-136.7868,171.25,-205.4338
E276,-132.5292,165.388,-212.8926,E299,-143.0582,162.883,-207.9516,E300,-136.7868,171.25,-205.4338
A254,-126.1417,173.62,-210.2018,A278,-120.5988,183.012,-205.4338,A277,-130.3401,179.398,-202.6525
A254,-126.1417,173.62,-210.2018,E300,-136.7868,171.25,-205.4338,A277,-130.3401,179.398,-202.6525
A278,-120.5988,183.012,-205.4338,A279,-110.7029,186.39,-207.9516,A303,-115.1089,192.343,-199.9862
A278,-120.5988,183.012,-205.4338,A277,-130.3401,179.398,-202.6525,A302,-124.9537,188.874,-197.3661
A278,-120.5988,183.012,-205.4338,A302,-124.9537,188.874,-197.3661,A303,-115.1089,192.343,-199.9862
A279,-110.7029,186.39,-207.9516,A280,-100.6651,189.53,-210.2029,A304,-105.0943,195.578,-202.3478
A279,-110.7029,186.39,-207.9516,A303,-115.1089,192.343,-199.9862,A304,-105.0943,195.578,-202.3478
A280,-100.6651,189.53,-210.2029,A281,-90.4982,192.427,-212.1846,A305,-94.9682,198.567,-204.4326
A280,-100.6651,189.53,-210.2029,A304,-105.0943,195.578,-202.3478,A305,-94.9682,198.567,-204.4326
A281,-90.4982,192.427,-212.1846,A282,-80.2153,195.077,-213.8944,A306,-84.6037,201.326,-206.2772
